payment_id,PARTN,AVKON,SGTXT,KWBTR,KWAER,BVDAT
[226],F&F Ventures,SV33QXSG98847568135628,ORDER OF  INV100000000007670,39565.60999999999,USD,20051010
[227],Global Solutions Ltd,NZ81PSLN50784663347230,RECEIPT  01526922 86,143855.72,NZD,20160924
[228],Aurora Digital Labs,US85KKLW74490450741672, INV100000000006612,60419.579999999994,USD,20081011
[229],Aurora Digital Labs,US85KKLW74490450741672,3576851670 ,23055.25,USD,20081001
[230],Aurora Digital Labs,US85KKLW74490450741672, INV100000000006612,84482.53,USD,20080926
[231],Vulcan Heavy Industries,EC96HOBH95227782115933, 100000004188 INV100000000000039,34740.55,USD,20131001
[232],Vulcan Heavy Industries,EC96HOBH95227782115933,2965208592 10000000159 ,59210.34000000001,USD,20131022
[233],SC Trading,ZW08FFUE02005774855613,receipt number 1913951701 ,83237.27,USD,20051023
[234],Ivanov & Partners Ltd.,SV19KKUN36138602803468,ORDER OF 88262253755 ,60563.69,USD,20181007
[235],Dubois & Frères SARL,ZW77JSAD86352332836377,receipt number INV100000000001907 043008686 2,172617.38,USD,20061011
[236],Hassan & Co. Ltd.,ES21DMQH18438233280127,ORDER OF  20442738117,103232.2,EUR,20221002
[237],Schmidt & Partners AG,KR19XONN22004093612755,receipt number INV10000 0000014979 ,291616550.08,KRW,20161016
[238],Bertolini & Figli S.p.A.,JP04BQPW06234142267270,RECEIPT 408206440 INV100000000029176,9958153.98,JPY,20030923
[239],Patel & Sons Pvt. Ltd.,SV64MZKB19503634400845,RECEIPT  REF 0: 2217811345REF 1: 0212211258REF 2: 8568508322,230702.3,USD,20071006
[240],Ramirez Consulting,EC52ABOT61230474486347,receipt number INV100000000001912 ,37468.33,USD,20171004
[241],Ramirez Consulting,EC52ABOT61230474486347,receipt number  8989706147,45808.97,USD,20171008
[242],Vista Health Care Services,SV33LFZT25489849531543,"payment  + 7543746350, + 9524500635, + 4079831181, + 0183382234",482766.38,USD,20211001
[243],Dubois & Co. S.A.R.L.,ZW73TTWK41724804348548,73943119991 100612  NUM b72z8toh07qs,173436.73,USD,20171007
[244],AMX INDUSTRIES,SE24QMID07942349086678,receipt number - 6143998248- 9249111549 ,6596634.58,SEK,20131002
[245],Schmidt & Partners AG,KR28BVOX73302140824849,receipt number INV100000000028202 ,304065546.83,KRW,20051008
[246],Schmidt & Partners AG,KR28BVOX73302140824849,receipt number  2280980004,135009509.17000002,KRW,20050927
[247],Rossi & Figli Costruzioni,SV38XHWS88142304184916,ORDER OF 3078016608 ,323184.54,USD,20080921
[248],SC CONSULTING GROUP,US68TYWD93527713228340,RECEIPT  6983538545,46134.37,USD,20221002
[249],Nakamura & Co. 株式会社,IE96HMFG05609084516214,+ 33533022018+ 3214094078+ 099734789 ,308101.94,EUR,20081002
[250],Rossi & Figli S.p.A.,CH63NCZR79469934122522, INV100000000001154,159154.18,CHF,20241006
[251],Bianchi & Figli SRL,IE59MSHD42615312543793,RECEIPT  INV100000000009255,53231.97,EUR,20011025
[252],Schmidt & Co. Handels,ZW59RLKV09075233491043,receipt number 5202223546 1615297734 7225061098 5936056714 ,1083653.8599999999,USD,20131007
[253],ZC_Ltd_11212,US15SVBG74166913229289,receipt number INV100000000009861 ,137436.82,USD,20121024
[254],ZC_Ltd_11212,US15SVBG74166913229289,receipt number INV100000000009861 ,56547.48999999999,USD,20121006
[255],Smith & Co. Consulting,US68TYWD93527713228340,RECEIPT INV100000 000001571 ,185883.59,USD,20220927
[256],Crimson Event Management,SV84DXDX31456639442288,receipt number INV100000000018731  REF 9kvapfh58rad9,10150.23,USD,20231013
[257],Crimson Event Management,SV84DXDX31456639442288,receipt number  5499852637 REF 3qsepxa02e4mgqt,65191.2,USD,20231007
[258],Hassan & Co. Ltd.,ES07OXCB65709636961461,ORDER OF  1643307225,128261.53000000001,EUR,20080928
[259],EAGLE PAYMENTS,US55FZFE21568608001876, INV100000000001042,26739.32,USD,20190928
[260],TerraNova Energy Co.,KR69MWND72849777139761,PAY INV100000000008840 ,189771674.05,KRW,20230930
[261],Pacific Ocean Fisheries,PA70JIXZ70733964113197,#RECEIPT:  10143 8273477453,271778.13,USD,20091023
[262],Oliveira & Filhos Comércio,ZW97JTDO82348480752347,receipt number  I7NV100000000010759 REF g7i,329830.39,USD,20031012
[263],Galaxy IT Services,JP55URXX19922438559959,payment INV10000000000700 6  9cm27b,19356211.84,JPY,20161004
[264],Santos & Filho Lda.,AU04ARGM63806586266454,PAY  1561277977,50249.740000000005,AUD,20131007
[265],Zhang & Co. Limited,US49NYRG26232164607062,receipt number INV1000000000018122 ,161668.84,USD,20030928
[266],TerraNova Energy Co.,KR69MWND72849777139761,PAY  4254317345,90698313.1,KRW,20061006
[267],Shoreline Property Group,PA04ULMP25623811229020,366789543  REFERENCE wjqdm8k5ra0i03y,244366.94,USD,20150928
[268],Bertolini & Figli S.p.A.,JP94HCND63476630811658,RECEIPT 283535894 3 ,37382368.44,JPY,20070930
[269],Vulcan Heavy Industries,EC96HOBH95227782115933,3569523155 1000003555 ,54538.37,USD,20141003
[270],Vulcan Heavy Industries,EC96HOBH95227782115933,359523155 10001799 ,21462.71,USD,20141024
[271],DF Solutions,IE84PFGD56213172748980,ORDER OF INV100000000001896 1000000004710 0099715636,316726.07,EUR,20031011
[272],Crimson Event Management,SV84DXDX31456639442288,receipt number INV100000000002034 103 2558402 REF bnvtedsd9gben0,136901.66,USD,20061011
[273],Red Maple Ventures,US77ISES92996107819674,payment 7495502650 INV100000000004345,38489.6,USD,20171020
[274],Red Maple Ventures,US77ISES92996107819674,payment 7495502650 ,28988.63,USD,20170925
[275],Red Maple Ventures,US77ISES92996107819674,payment 7495502650 ,28831.740000000005,USD,20171014
[276],Apollo Catering Services,EC65DGAR74950078797614,RECEIPT  38086682,127773.91,USD,20231007
[277],Schmidt & Partners AG,KR15KTIM74742481581055,receipt number  REF 0: 8305163019REF 1: 8309613670REF 2: 6245872202REF 3: 0419701279,834244662.2500001,KRW,20191016
[278],Global Solutions Ltd,NZ81PSLN50784663347230,RECEIPT  1438693897,549671.51,NZD,20161014
[279],Park & Lee Solutions,IT69XBSD04498910535216,ORDER OF - 4893774913 - 7903030626 - 2785388596 - 9890727089 ,771926.49,EUR,20011015
[280],Nakamura & Co. 株式会社,IE80QKMH17158377169473,+ 5467307636+ 0814291443 ,232301.61,EUR,20141003
[281],Bianchi & Figli SRL,IE68ILGN99832823108385,RECEIPT 1205953025 INV100000000003574,172471.97,EUR,20130929
[282],Zhang & Co. Limited,US80YMLZ45679853732694,receipt number INV1000 00000002537 3963676330,57784.67,USD,20061020
[283],P&S Enterprises,SV54HXEA79381774413232,RECEIPT  4985890484,64522.11,USD,20070927
[284],Hassan & Co. Ltd.,ES21DMQH18438233280127,ORDER OF INV1000000000237725 ,106090.03,EUR,20150928
[285],Aurora Digital Labs,US15BUPR26459341280506,7125621943 ,118022.31,USD,20020929
[286],LPT ENERGY,IE81NFGS32338919992498,ref 0: 4513813769 | ref 1: 1661177057 | ref 2: 1269819985 ,307723.44,EUR,20061012
[287],Renault & Fils SARL,EU39QKFV96686500836193,RECEIPT 4050136456 ,238950.46,EUR,20201006
[288],Shoreline Property Group,PA04ULMP25623811229020, INV100000000022846 REFERENCE ekrt624m1262,217015.28,USD,20241008
[289],Eagle Financial Group,US55CGKQ34343849487945,807341604 ,140953.55,USD,20191009
[290],Zhang & Co. Limited,US49NYRG26232164607062,receipt number  no 0: 7603416980 & no 1: 0950600921 & no 2: 6210916874 & no 3: 5902450235,769968.75,USD,20160930
[291],RF Solutions,EU80SHBU99676216281717,RECEIPT  INV100000000009731,258514.34,EUR,20061004
[292],CEM PLANNERS,SV12OVQE34825959716219,receipt number  1208554531 REF 671vqfevo,101079.66,USD,20021005
[293],CEM PLANNERS,SV12OVQE34825959716219,receipt number INV100000000000464  REF 17pgxn,143188.29,USD,20021020
[294],Smith & Co. Consulting,US68TYWD93527713228340,RECEIPT  1818734522,153022.47,USD,20160929
[295],Kim & Lee Technologies,US78QMZQ98005519667632,NV100000000010270 10000004222 9008886022,47581.42,USD,20230930
[296],Kim & Lee Technologies,US78QMZQ98005519667632,INV100000000010270 100000012464 ,61617.84,USD,20230930
[297],Crimson Event Management,SV20BJHO20887918360762,receipt number  54291454 REF 70n,148704.24,USD,20040922
[298],Blue Horizon Travel Ltd,JP11NJUW09521234007518,INV100000000003782 0445620313,38743005.74,JPY,20011030
[299],Dubois & Co. S.A.R.L.,ZW56XFHN11186257856366,0174023147 10004934  NUM xo8,49223.28,USD,20010920
[300],Dubois & Co. S.A.R.L.,ZW56XFHN11186257856366,01874023417 100000014532  NUM k80,87298.65,USD,20011004
[301],Apollo Catering Services,EC88GQNR03792485926787,RECEIPT  6618424860,349877.93,USD,20071011
[302],Santos & Filho Lda.,AU39BZBC06942054537071,PAY INV1001000000001579 ,133167.84,AUD,20081010
[303],Santos & Filho Lda.,AU39BZBC06942054537071,PAY INV10000000000179 7994865698,148477.6,AUD,20081020
[304],Infinity Edge Technologies,ES20WSWB76296960053374,PAY IV100000000016714 ,10580.39,EUR,20191004
[305],Infinity Edge Technologies,ES20WSWB76296960053374,PAY INV1000000000167124 ,20914.88,EUR,20190921
[306],Schmidt & Co. Handels,ZW12LHLP01902321935235,receipt number  INV100000000002571,65376.64,USD,20121020
[307],Schmidt & Co. Handels,ZW12LHLP01902321935235,receipt number  INV100000000002571,243551.25,USD,20121025
[308],Eagle Financial Group,US55FZFE21568608001876,- 7655428984- 4440089819- 3783685469- 7610478571 ,1046469.19,USD,20141003
[309],Bertolini & Co. SRL,JP10BDVR92723039543589,V100000000005198 ,14682176.55,JPY,20171004
[310],Bertolini & Co. SRL,JP10BDVR92723039543589,INV10000000000519 ,10376138.99,JPY,20171018
[311],Bertolini & Co. SRL,JP10BDVR92723039543589,IV100000000005198 6603132431,12873867.14,JPY,20171008
[312],Global Solutions Ltd,NZ81PSLN50784663347230,RECEIPT INV1000000000115746 ,26953.2,NZD,20191022
[313],Renault & Fils SARL,EU96AZBL14840499157221,"RECEIPT REF 0: 3177228125, REF 1: 8995602866 ",357012.14999999997,EUR,20131018
[314],Santos & Filhos Comércio,DE12ZGPZ32978096835652,RECEIPT  + 4650163344 + 5979658377,350958.73,EUR,20190925
[315],VISTA CARE NETWORK,SV86NEKA00064044315085,payment  2127753368,291789.87,USD,20241002
[316],Bianchi & Figli SRL,IE68ILGN99832823108385,RECEIPT - 4042792303- 2701174662- 5234087766 ,492395.07999999996,EUR,20211005
[317],Tanaka & Co. 株式会社,ZW70BCJL16136698104880,#RECEIPT:  INV100000000013919,152792.78,USD,20141006
[318],Bertolini & Figli S.p.A.,JP04BQPW06234142267270,RECEIPT 560981539 ,1848445.67,JPY,20000925
[319],Eagle Financial Group,US79SOJP91414018217062,- 0291570382- 5254245820- 6820873673- 4369110784- 5124513982- 3058897865 ,1192090.4899999998,USD,20010921
[320],Hassan & Co. Ltd.,ES95HFKV50917403914231,ORDER OF  4659361868,69216.47,EUR,20151001
[321],Hassan & Co. Ltd.,ES95HFKV50917403914231,ORDER OF INV100000000016894 ,126572.53,EUR,20151020
[322],DF Solutions,IE84PFGD56213172748980,ORDER OF INV100000000001284 1000000012114 ,162866.24,EUR,20151006
[323],Hassan & Co. Ltd.,ES21DMQH18438233280127,ORDER OF  822648 1382,239145.75,EUR,20241010
[324],Rossi Family Ventures,CH63NCZR79469934122522, INV100000000013592,50815.82,CHF,20110925
[325],Rossi Family Ventures,CH63NCZR79469934122522,9652470454 ,114610.35,CHF,20111011
[326],Hassan & Co. Ltd.,ES07OXCB65709636961461,ORDER OF INV100000000008421 ,47273.42,EUR,20001015
[327],Vulcan Heavy Industries,EC96HOBH95227782115933,3317659785 104311 ,21719.74,USD,20141010
[328],Vulcan Heavy Industries,EC96HOBH95227782115933, 100726 INV100000000002939,38313.009999999995,USD,20140929
[329],RF Solutions,EU39QKFV96686500836193,RECEIPT 0970997616 ,126620.21,EUR,20210925
[330],AeroMax Manufacturing,SE24QMID07942349086678,receipt number 3498564971 ,1499745.21,SEK,20091001
[331],KL Technologies,US07VGMG69140207635056,INV100000000021679 14991 ,64780.01,USD,20011028
[332],Patel & Sons Pvt. Ltd.,SV54HXEA79381774413232,RECEIPT INV100000000004650 ,141118.42,USD,20230927
[333],Patel & Sons Pvt. Ltd.,SV54HXEA79381774413232,RECEIPT INV100000000004650 ,189495.91,USD,20231003
[334],Zhao & Sons Ltd.,EU21QINT89660374269417,payment  INV100000000005327 REFERENCE gdrq03q2oh9i,108703.28,EUR,20151013
[335],Zhao & Sons Ltd.,EU21QINT89660374269417,payment  INV100000000005327 REFERENCE 7qcu,191987.85,EUR,20151006
[336],Dupont & Frères SARL,IE84PFGD56213172748980,ORDER OF  1661 1343088987,115028.24,EUR,20131018
[337],Pacific Ocean Fisheries,PA07YBHQ30636811836252,#RECEIPT: INV10000000 0000051 1018132 ,130519.58,USD,20191016
[338],Pacific Ocean Fisheries,PA07YBHQ30636811836252,#RECEIPT: IN1V00000000000051 100000000001278 9703156215,83177.83999999998,USD,20191027
[339],Smith & Co. Consulting,US68TYWD93527713228340,RECEIPT  7886626772,58047.32,USD,20050926
[340],Bertolini & Co. SRL,JP55COGP21284347642066, 61503731622,25207969.97,JPY,20141001
[341],Liu & Chao Engineering,NO67KUKR75990558614961,RECEIPT  INV100000000011781,1780688.2,NOK,20151008
[342],Eagle Financial Group,US55FZFE21568608001876, INV100000000004991,323368.07999999996,USD,20181028
[343],Blue Horizon Travel Ltd,JP26PWMP40022856455126,INV100000000028164 ,34934781.63,JPY,20150927
[344],Ivanov & Partners Ltd.,SV53TGRH56690308862815,ORDER OF 9075026332 ,169966.18,USD,20241023
[345],Patel & Co. Pvt. Ltd.,ZW71WJDX88155642569867,RECEIPT 1200285891 10000000428  NUM 2hfdj7mif,67378.47,USD,20220929
[346],Infinity Edge Technologies,ES77ZRIA44436136274569,PAY  4542622728,137756.42,EUR,20081020
[347],Schmidt & Co. Handels,ZW51DNVB11230644344992,receipt number 732427808 0 ,73625.34,USD,20191004
[348],P&S Enterprises,SV22EZNA58441680215504,RECEIPT INV100000000000633 ,108298.06,USD,20181005
[349],Dupont & Frères SARL,IE30LMIO14194372621615,ORDER OF INV100000000001975 11507 9774977937,88165.93,EUR,20241007
[350],Dupont & Frères SARL,IE30LMIO14194372621615,ORDER OF  1000000005217 974977397,108903.27000000002,EUR,20240926
[351],Infinity Edge Technologies,ES20UNPH73849275307191,PAY INV100000000006987 ,68084.16,EUR,20230925
[352],Schmidt & Partners AG,KR19XONN22004093612755,receipt number INV100000000014661 ,142156554.07,KRW,20121019
[353],Pacific Ocean Fisheries,PA07YBHQ30636811836252,#RECEIPT:  1000012675 26014021263,93771.8,USD,20191012
[354],Pacific Ocean Fisheries,PA07YBHQ30636811836252,#RECEIPT:  10000000004715 601021263,23013.90000000001,USD,20191001
[355],BC Ventures,JP35QALD51885621071608, NO 0: 6015618551NO 1: 0264382595NO 2: 9985892831NO 3: 9090758025NO 4: 2495072063,65710841.760000005,JPY,20140927
[356],Pacific Ocean Fisheries,PA81NKDG94676776743427,#RECEIPT: NV100000000006470 1978 ,88968.96,USD,20180923
[357],Red Maple Ventures,US77ISES92996107819674,"payment ref 0: 5690467534, ref 1: 2556004973, ref 2: 8805509863, ref 3: 7184140467 ",1157732.5599999998,USD,20200929
[358],Santos & Filho Lda.,AU14FSGP75413836101729,PAY  6477183558,50805.53,AUD,20141022
[359],Santos & Filho Lda.,AU14FSGP75413836101729,PAY  647178355,135769.29,AUD,20141006
[360],Vista Health Care Services,SV33LFZT25489849531543,payment  5976295355,160257.26,USD,20231019
[361],Lumen Power Technologies,IE81NFGS32338919992498, INV10000000000182,176270.69,EUR,20130928
[362],Zhao & Sons Ltd.,EU73WLSA12736180675587,payment 9142726318  REFERENCE z8w73,111637.67,EUR,20221005
[363],Zhao & Sons Ltd.,EU73WLSA12736180675587,payment 9142726318  REFERENCE k2a7cv0cg1kj,267946.93,EUR,20221001
[364],Zhao & Sons Ltd.,EU73WLSA12736180675587,payment 9142726318  REFERENCE kpmwukybbwxfx,57723.49000000003,EUR,20221021
[365],Patel & Sons Pvt. Ltd.,SV54HXEA79381774413232,RECEIPT  8164352050,153768.72,USD,20170925
[366],Lumen Power Technologies,IE10PEWN36363975730276, INV100000000001352,22514.97,EUR,20101004
[367],Lumen Power Technologies,IE10PEWN36363975730276,7751207184 ,45781.630000000005,EUR,20101009
[368],GXS TECH,JP50GUYI77851264062222,payment  + 1002750700 & + 0674376230 & + 4194959398 y9phpspe,57629582.78,JPY,20091007
[369],Nakamura & Co. 株式会社,IE80QKMH17158377169473,+ 2878103998+ 4987436894+ 2308683319+ 0907107268+ 0680637991 ,743166.3299999998,EUR,20161001
[370],OF Trading,ZW97JTDO82348480752347,receipt number  INV100000000010382 REF 33kjd,197521.77,USD,20041004
[371],Dubois & Frères SARL,ZW77JSAD86352332836377,receipt number INV100000000014576 ,127229.86,USD,20071004
[372],Ramirez Consulting,EC36JHZD22895566926999,receipt number  REF 0: 4031047915 & REF 1: 7486617029 & REF 2: 9890684876 & REF 3: 3040424092,685502.32,USD,20050929
[373],Dubois & Co. S.A.R.L.,ZW73TTWK41724804348548,759 6910769 10000000004018 INV100000000032438 NUM ofa,168645.68,USD,20220923
[374],Patel & Co. Pvt. Ltd.,ZW71WJDX88155642569867,RECEIPT NO 0: 8968115307 & NO 1: 8198374840 & NO 2: 8888449222 & NO 3: 1073610838 & NO 4: 2384008736 14586  NUM ch6h4pj,1330397.6,USD,20181002
[375],Bianchi & Figli SRL,IE59MSHD42615312543793,RECEIPT 7785726043 INV100000000006093,79195.13,EUR,20140926
[376],Patel & Sons Pvt. Ltd.,SV68CHTX17930433876614,RECEIPT INV1 00000000022909 ,293516.05,USD,20011018
[377],OpalStone Mining Inc.,ES50VEUL10258081554365,receipt number  1000001950 0942817852,289876.47000000003,EUR,20050929
[378],Dubois & Co. S.A.R.L.,ZW36YWNE17469290674294,52166081 66 10000000007942  NUM kyszje,125961.52,USD,20210923
[379],Dubois & Co. S.A.R.L.,ZW36YWNE17469290674294,521660816 1998 INV100000000011722 NUM m5ns4t4,81584.69000000002,USD,20210928
[380],Pacific Ocean Fisheries,PA70JIXZ70733964113197,#RECEIPT: INV100000000000050 100000000025881 7152678562,75039.21,USD,20160925
[381],Oliveira & Filhos Comércio,ZW82TTLX51391866569957,receipt number 2758157760  REF 42dv0hl5n47e2,51070.1,USD,20221008
[382],Rossi & Figli Costruzioni,SV38XHWS88142304184916,ORDER OF  INV100000000000741,194707.77,USD,20231011
[383],Schmidt & Co. Handels,ZW12LHLP01902321935235,receipt number  INV100000000002424,95232.67,USD,20120929
[384],ZC_Ltd_11212,US15SVBG74166913229289,receipt number  4026368111,255654.52,USD,20170925
[385],Ramirez & Hijos Servicios,EC70IUTA50525270767302,receipt number  INV1000000000045255 ygjeykceb5fgy0,128093.01,USD,20100923
[386],Shoreline Property Group,PA04ULMP25623811229020, INV1000000000 22739 REFERENCE z75300,62533.72,USD,20151011
[387],SC Trading,ZW51DNVB11230644344992,receipt number  INV100000000007911,57055.37,USD,20121024
[388],SC Trading,ZW51DNVB11230644344992,receipt number  INV100000000007911,53604.80000000001,USD,20121010
[389],TerraNova Energy Co.,KR69MWND72849777139761,PAY  - 8205747558 - 571887989 - 082393888 3 - 9818729550,624819132.38,KRW,20121012
[390],Ramirez & Hijos Consultoría,EC52ABOT61230474486347,receipt number  445347728,309532.64,USD,20181006
[391],Dubois & Co. S.A.R.L.,ZW73TTWK41724804348548, 1998 INV100000000008 507 NUM e4vj6ago,53475.47,USD,20111011
[392],Crimson Event Management,SV20BJHO20887918360762,receipt number  5007325927 REF yvobo0b68c61,47592.54,USD,20050926
[393],AeroMax Manufacturing,SE68LCKC51835489607558,receipt number - 2082410207- 7939287825- 7762913697- 4363078699 ,7416174.52,SEK,20030927
[394],Kim & Lee Technologies,US11MXTO83752599536867, 14728 7270033952,247842.04,USD,20041007
[395],Zhang & Co. Limited,US49NYRG26232164607062,receipt number  8826873231,162876.63,USD,20101029
[396],PL Innovations,IT16HXHD15991479959515,ORDER OF  INV100000000005405,192437.03,EUR,20041011
[397],Smith & Co. Consulting,US74CBJK60402391623394,RECEIPT INV100000000000771 ,187831.44,USD,20121002
[398],Patel & Sons Pvt. Ltd.,SV54HXEA79381774413232,RECEIPT  REF 0: 1713039697REF 1: 8525173643REF 2: 5559338101,192134.18,USD,20191015
[399],Ramirez & Hijos Consultoría,EC45BJUL50595414411480,receipt number  0032972740,112841.16,USD,20000930
[400],Ramirez & Hijos Consultoría,EC45BJUL50595414411480,receipt number  0032972740,938.0500000000001,USD,20000922
[401],Ramirez & Hijos Consultoría,EC45BJUL50595414411480,receipt number  0032972740,57047.57000000001,USD,20001006
[402],Patel & Sons Pvt. Ltd.,SV54HXEA79381774413232,RECEIPT INV1000060000000189 ,51249.67,USD,20151012
[403],Patel & Sons Pvt. Ltd.,SV54HXEA79381774413232,RECEIPT NV100000000000189 ,50868.67,USD,20151013
[404],Patel & Sons Pvt. Ltd.,SV54HXEA79381774413232,RECEIPT INV10000000000018 9 8656396265,74511.65,USD,20151006
[405],Zhao & Sons Ltd.,EU21QINT89660374269417,payment 387335034  REFERENCE g4xdh6g84fyykha,9076.24,EUR,20160922
[406],Zhao & Sons Ltd.,EU21QINT89660374269417,payment 3877330534  REFERENCE rnyn4ftmok1si7d,20626.160000000003,EUR,20160926
[407],OpalStone Mining Inc.,ES20CMTE44658450515327,receipt number  15692 no 0: 45266913524 | no 1: 612107513 | no 2: 9364675285 | no 3: 201557577 | no 4: 98041922290 | no 5: 800404441 6,916878.61,EUR,20201016
